idempl,CF,az_ragione_soc,data_inizio,data_fine,professione,qualifica,qualifica_codice,rl_ateco,rl_ateco_macro,rl_ateco_settore,saldo,sede_op_ateco,sede_op_comune,sede_op_indirizzo,sede_op_provincia,SLL_nome,tipo_contratto
1175,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2013-06-12,2015-09-11,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",CONSULENTE AZIENDALE,2.5.1.3.1.3,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2136,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2015-09-14,2015-12-13,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",BIOLOGO,2.3.1.1.1.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A TEMPO DETERMINATO
1761,CF_00397130584,FINCANTIERI S.P.A.,2015-01-14,2015-07-10,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE DEI MATERIALI,2.2.1.5.2.1,CANTIERI NAVALI PER COSTRUZIONI METALLICHE E NON METALLICHE (ESCLUSI I SEDILI PER NAVI),INDUSTRIA,ATTIVITÀ MANIFATTURIERE,-1,30.11.02,TRIESTE,"VIA GENOVA, 1",TRIESTE,TRIESTE,LAVORO A TEMPO INDETERMINATO
2359,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2014-04-02,2015-03-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",FISICO,2.1.1.1.1.2,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2105,CF_80013890324,UNIVERSITA' DEGLI STUDI DI TRIESTE,2012-09-01,2015-08-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE FISICHE,2.6.2.1.2.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,85.42.00,TRIESTE,"PIAZZALE EUROPA, 1",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
307,CF_97220210583,INAF ISTITUTO DI RADIOASTRONOMIA,2014-02-01,2015-07-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE FISICHE,2.6.2.1.2.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,VIA G.B. TIEPOLO N. 11,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2086,CF_FRRPPL55D05L424G,FERRANTE PIERPAOLO,2012-10-01,2015-04-01,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERI EDILI E AMBIENTALI,2.2.1.6.1.0,ATTIVITÀ DEGLI STUDI DI INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,71.12.10,TRIESTE,VIA LOCCHI 14 VIA MADONNA DEL MARE 14,TRIESTE,TRIESTE,APPRENDISTATO PROFESSIONALIZZANTE O CONTRATTO DI MESTIERE
308,CF_80054330586,ISTITUTO OFFICINA DEI MATERIALI - CONSIGLIO NAZIONALE DELLE RICERCHE,2014-12-15,2015-01-14,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",RICERCATORI E TECNICI LAUREATI NELLE SCIENZE FISICHE,2.6.2.1.2.0,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"CNR-IOM PRESSO OSSERVATORIO B.10 STAZ. ITALO/FRANCESE BASE DI RICERCA ""DOME CONCORDIA"" IN ANTARTIDE",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1679,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2014-05-02,2015-04-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",FISICO,2.1.1.1.1.2,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1741,CF_01024930321,HUESKER SRL,2015-04-29,2015-06-30,PROFESSIONI TECNICHE,TECNICI DELLA VENDITA E DELLA DISTRIBUZIONE,3.3.3.4.0.0,-,"NAN","NAN",-1,78.10.00,TRIESTE,VIA GIULIA 78,TRIESTE,TRIESTE,LAVORO A TEMPO DETERMINATO
1726,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2012-10-22,2015-10-14,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",FISICO,2.1.1.1.1.2,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1791,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2015-01-08,2015-11-03,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",FISICO,2.1.1.1.1.2,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1426,CF_80013890324,UNIVERSITA' DEGLI STUDI DI TRIESTE,2014-02-01,2015-01-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE BIOLOGICHE,2.6.2.2.1.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,85.42.00,TRIESTE,SEDI VARIE A TRIESTE,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1426,CF_80013890324,UNIVERSITA' DEGLI STUDI DI TRIESTE,2014-02-01,2015-01-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE BIOLOGICHE,2.6.2.2.1.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,85.42.00,TRIESTE,SEDI VARIE A TRIESTE,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1426,CF_80013890324,UNIVERSITA' DEGLI STUDI DI TRIESTE,2015-05-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE FISICHE,2.6.2.1.2.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,85.42.00,TRIESTE,SEDI VARIE A TRIESTE,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1426,CF_80013890324,UNIVERSITA' DEGLI STUDI DI TRIESTE,2015-05-01,2015-09-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE FISICHE,2.6.2.1.2.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,85.42.00,TRIESTE,SEDI VARIE A TRIESTE,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2966,CF_80013890324,UNIVERSITA' DEGLI STUDI DI TRIESTE,2014-03-01,2015-01-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE CHIMICHE E FARMACEUTICHE,2.6.2.1.3.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,85.42.00,TRIESTE,SEDI VARIE A TRIESTE,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1670,CF_97220210583,INAF ISTITUTO DI RADIOASTRONOMIA,2014-11-07,2015-11-06,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE FISICHE,2.6.2.1.2.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,VIA G.B. TIEPOLO N. 11,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2093,CF_02493250217,HEALTH ROBOTICS GMBH,2008-12-22,2015-09-25,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE BIOMEDICO,2.2.1.8.0.2,COMMERCIO ALL'INGROSSO DI ARTICOLI MEDICALI ED ORTOPEDICI,SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,-1,46.46.30,TRIESTE,PADRICIANO - EDIFICIO R3,TRIESTE,TRIESTE,LAVORO A TEMPO INDETERMINATO
2656,CF_00055180327,ILLY CAFFE'SPA,2015-07-01,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ESPERTO IN RICERCA OPERATIVA,2.1.1.3.2.2,LAVORAZIONE DEL CAFFÈ,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,-1,10.83.01,TRIESTE,VIA FLAVIA 110,TRIESTE,TRIESTE,TIROCINIO
2575,CF_80013890324,UNIVERSITA' DEGLI STUDI DI TRIESTE,2013-01-10,2015-01-09,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE FISICHE,2.6.2.1.2.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,85.42.00,TRIESTE,SEDI VARIE A TRIESTE,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2582,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2013-07-01,2015-06-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",FISICO,2.1.1.1.1.2,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
907,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2014-01-01,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",FISICO,2.1.1.1.1.2,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2145,CF_01063450322,C.B.M.,2014-06-10,2015-05-26,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",RICERCATORI E TECNICI LAUREATI NELLE SCIENZE BIOLOGICHE,2.6.2.2.1.0,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE BIOTECNOLOGIE,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.11.00,TRIESTE,"SS.14 KM.163,5 C/O AREA SCIENCE PARK",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
131,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2015-01-01,2015-12-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",FISICO ESPERTO DI ACCELERATORI DI PARTICELLE,2.1.1.1.1.5,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2350,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2013-06-10,2015-06-09,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",FISICO ESPERTO DI ACCELERATORI DI PARTICELLE,2.1.1.1.1.5,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1278,CF_01133270320,LABORATORIO DI INGEGNERIA FERR OVIARIA E TRAFFICO S.R.L.,2014-11-17,2015-02-28,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE DEL SOFTWARE,2.1.1.4.1.9,ATTIVITÀ DEGLI STUDI DI ARCHITETTURA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,71.11.00,TRIESTE,"VIA DEL FOLLATOIO, 12",TRIESTE,TRIESTE,LAVORO A TEMPO DETERMINATO
1754,CF_01175720323,CENERGY S.R.L.,2014-06-03,2015-06-02,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"SS14 KM.163,5-EDIFICIO Q1",TRIESTE,TRIESTE,CONTRATTI DI BORSA LAVORO E ALTRE WORK EXPERIENCES
3344,CF_00237630322,CLUB BIG BEN DI MARACICH E.R. SNC,2015-06-27,2015-11-30,PROFESSIONI QUALIFICATE NELLE ATTIVITA’ COMMERCIALI E NEI SERVIZI,CAMERIERE DI SALA,5.2.2.3.2.6,RISTORAZIONE CON SOMMINISTRAZIONE,SERVIZI,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,-1,56.10.11,TRIESTE,VIALE MIRAMARE 285,TRIESTE,TRIESTE,LAVORO A TEMPO INDETERMINATO
3344,CF_00957890320,CYBERTEC S.R.L.,2015-01-07,2015-02-12,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",CONSULENTE PER LE APPLICAZIONI INFORMATICHE INDUSTRIALI,2.1.1.4.1.8,PRODUZIONE DI SOFTWARE NON CONNESSO ALL'EDIZIONE,SERVIZI,SERVIZI DI INFORMAZIONE E COMUNICAZIONE,-1,62.01.00,TRIESTE,VIA DEL CORONEO 5,TRIESTE,TRIESTE,LAVORO A TEMPO DETERMINATO
3408,CF_01229290323,FA SRL - UNIPERSONALE,2015-04-11,2015-10-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI APPLICAZIONI WEB,2.1.1.4.3.0,"COMMERCIO ALL'INGROSSO DI ALTRE MACCHINE ED ATTREZZATURE PER L'INDUSTRIA, IL COMMERCIO E LA NAVIGAZIONE NCA",SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,-1,46.69.99,TRIESTE,VIA GHEGA 8,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2877,CF_80013890324,UNIVERSITA' DEGLI STUDI DI TRIESTE,2014-05-15,2015-05-14,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE CHIMICHE E FARMACEUTICHE,2.6.2.1.3.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,85.42.00,TRIESTE,"PIAZZALE EUROPA, 1",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2456,CF_01206850321,REVAS GROUP S.P.A. IN FALLIMENTO,2014-07-21,2015-04-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,LAVORI DI MECCANICA GENERALE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,-1,25.62.00,TRIESTE,"VIA CABOTO, 27",TRIESTE,TRIESTE,APPRENDISTATO DI ALTA FORMAZIONE E RICERCA
2456,CF_01206850321,REVAS GROUP S.P.A. IN FALLIMENTO,2014-07-21,2015-04-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,LAVORI DI MECCANICA GENERALE,INDUSTRIA,ATTIVITÀ MANIFATTURIERE,-1,25.62.00,TRIESTE,"VIA CABOTO, 27",TRIESTE,TRIESTE,APPRENDISTATO DI ALTA FORMAZIONE E RICERCA
2027,CF_80013890324,UNIVERSITA' DEGLI STUDI DI TRIESTE,2013-07-01,2015-06-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ASSEGNISTA DI RICERCA NELLE SCIENZE FISICHE,2.6.2.1.2.1,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,85.42.00,TRIESTE,SEDI VARIE A TRIESTE,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
3046,CF_01154800328,LEMA SRL,2015-05-22,2015-09-25,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",INGEGNERE MECCANICO,2.2.1.1.1.1,ALTRI LAVORI DI COSTRUZIONE E INSTALLAZIONE NCA,INDUSTRIA,COSTRUZIONI,-1,43.29.09,TRIESTE,PIAZZA CARLO ALBERTO 9,TRIESTE,TRIESTE,LAVORO A TEMPO DETERMINATO
1652,CF_00237630322,CLUB BIG BEN DI MARACICH E.R. SNC,2014-08-12,2015-02-28,PROFESSIONI NON QUALIFICATE,INSERVIENTE DI CUCINA,8.1.4.2.0.5,RISTORAZIONE CON SOMMINISTRAZIONE,SERVIZI,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,-1,56.10.11,TRIESTE,VIALE MIRAMARE 285,TRIESTE,TRIESTE,LAVORO A TEMPO INDETERMINATO
1652,CF_00237630322,CLUB BIG BEN DI MARACICH E.R. SNC,2014-08-12,2015-02-28,PROFESSIONI NON QUALIFICATE,INSERVIENTE DI CUCINA,8.1.4.2.0.5,RISTORAZIONE CON SOMMINISTRAZIONE,SERVIZI,ATTIVITÀ DEI SERVIZI DI ALLOGGIO E DI RISTORAZIONE,-1,56.10.11,TRIESTE,VIALE MIRAMARE 285,TRIESTE,TRIESTE,LAVORO A TEMPO INDETERMINATO
1652,CF_01229290323,FA SRL - UNIPERSONALE,2014-12-15,2015-03-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI APPLICAZIONI WEB,2.1.1.4.3.0,"COMMERCIO ALL'INGROSSO DI ALTRE MACCHINE ED ATTREZZATURE PER L'INDUSTRIA, IL COMMERCIO E LA NAVIGAZIONE NCA",SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,-1,46.69.99,TRIESTE,VIA GHEGA 8,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1652,CF_01229290323,FA SRL - UNIPERSONALE,2014-12-15,2015-03-31,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI APPLICAZIONI WEB,2.1.1.4.3.0,"COMMERCIO ALL'INGROSSO DI ALTRE MACCHINE ED ATTREZZATURE PER L'INDUSTRIA, IL COMMERCIO E LA NAVIGAZIONE NCA",SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,-1,46.69.99,TRIESTE,VIA GHEGA 8,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1652,CF_01229290323,FA SRL - UNIPERSONALE,2015-05-01,2015-11-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI APPLICAZIONI WEB,2.1.1.4.3.0,"COMMERCIO ALL'INGROSSO DI ALTRE MACCHINE ED ATTREZZATURE PER L'INDUSTRIA, IL COMMERCIO E LA NAVIGAZIONE NCA",SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,-1,46.69.99,TRIESTE,VIA DELL'OROLOGIO 6,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
1652,CF_01229290323,FA SRL - UNIPERSONALE,2015-05-01,2015-11-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",ANALISTI E PROGETTISTI DI APPLICAZIONI WEB,2.1.1.4.3.0,"COMMERCIO ALL'INGROSSO DI ALTRE MACCHINE ED ATTREZZATURE PER L'INDUSTRIA, IL COMMERCIO E LA NAVIGAZIONE NCA",SERVIZI,COMMERCIO ALL'INGROSSO E AL DETTAGLIO; RIPARAZIONE DI AUTOVEICOLI E MOTOCICLI,-1,46.69.99,TRIESTE,VIA DELL'OROLOGIO 6,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
2700,CF_00697920320,ELETTRA- SINCROTRONE TRIESTE SCPA,2014-02-01,2015-04-30,"PROFESSIONI INTELLETTUALI, SCIENTIFICHE E DI ELEVATA SPECIALIZZAZIONE",FISICO,2.1.1.1.1.2,RICERCA E SVILUPPO SPERIMENTALE NEL CAMPO DELLE ALTRE SCIENZE NATURALI E DELL'INGEGNERIA,SERVIZI,"ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE",-1,72.19.09,TRIESTE,"BASOVIZZA S.S. 14 KM 163,5",TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
983,CF_01221630328,HELLENIC INTERNATIONAL SRL,2014-04-03,2015-06-30,PROFESSIONI TECNICHE,CONSULENTE SOFTWARE,3.1.2.2.0.2,ATTIVITÀ DELLE AGENZIE DI VIAGGIO,SERVIZI,"NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE",-1,79.11.00,TRIESTE,PIAZZA NICCOLO' TOMMASEO 4,TRIESTE,TRIESTE,LAVORO A PROGETTO / COLLABORAZIONE COORDINATA E CONTINUATIVA
